,StartIndex,EndIndex,MentionTextSegment,EntityID,PMID
organism_Instance_25950,840,845,Homo sapiens,NCBITaxon:9606,15040800
organism_Instance_25954,895,900,Mus,NCBITaxon:10088,15040800
organism_Instance_25958,993,997,Mus,NCBITaxon:10088,15040800
organism_Instance_25962,1118,1123,Embryophyta,NCBITaxon:3193,15040800
organism_Instance_25966,1303,1307,Mus,NCBITaxon:10088,15040800
organism_Instance_25970,1380,1384,Mus,NCBITaxon:10088,15040800
organism_Instance_140584,87,91,Mus,NCBITaxon:10088,15061865
organism_Instance_26970,808,812,Mus,NCBITaxon:10088,15061865
organism_Instance_26974,880,884,Mus,NCBITaxon:10088,15061865
organism_Instance_26978,1196,1200,Mus,NCBITaxon:10088,15061865
organism_Instance_26982,1476,1480,Mus,NCBITaxon:10088,15061865
organism_Instance_26986,1531,1535,Mus,NCBITaxon:10088,15061865
organism_Instance_140865,123,132,root,NCBITaxon:1,15207008
organism_Instance_140876,1035,1045,Caenorhabditis elegans,NCBITaxon:6239,15207008
organism_Instance_140881,1050,1065,Drosophila melanogaster,NCBITaxon:7227,15207008
organism_Instance_27626,399,408,root,NCBITaxon:1,15207008
organism_Instance_27634,423,426,Homo sapiens,NCBITaxon:9606,15207008
organism_Instance_27638,691,700,root,NCBITaxon:1,15207008
organism_Instance_27642,852,858,Oryctolagus cuniculus,NCBITaxon:9986,15207008
organism_Instance_27646,886,891,Homo sapiens,NCBITaxon:9606,15207008
organism_Instance_27650,1215,1220,Homo sapiens,NCBITaxon:9606,15207008
organism_Instance_28446,47,54,Amniota,NCBITaxon:32524,15238161
organism_Instance_28454,225,235,Vertebrata,NCBITaxon:7742,15238161
organism_Instance_28458,449,458,Danio rerio,NCBITaxon:7955,15238161
organism_Instance_28462,519,526,Amniota,NCBITaxon:32524,15238161
organism_Instance_28706,4,13,Danio rerio,NCBITaxon:7955,15314655
organism_Instance_28710,301,310,Danio rerio,NCBITaxon:7955,15314655
organism_Instance_28714,468,477,Danio rerio,NCBITaxon:7955,15314655
organism_Instance_28718,490,499,Mammalia,NCBITaxon:40674,15314655
organism_Instance_28722,1289,1295,Murinae,NCBITaxon:39107,15314655
organism_Instance_160181,44,48,Mus,NCBITaxon:10088,15314659
organism_Instance_160186,106,110,Mus,NCBITaxon:10088,15314659
organism_Instance_29298,284,288,Mus,NCBITaxon:10088,15314659
organism_Instance_29302,428,432,Mus,NCBITaxon:10088,15314659
organism_Instance_29306,481,485,Mus,NCBITaxon:10088,15314659
organism_Instance_29310,626,630,Mus,NCBITaxon:10088,15314659
organism_Instance_29314,773,778,Mus,NCBITaxon:10088,15314659
organism_Instance_29318,896,900,Mus,NCBITaxon:10088,15314659
organism_Instance_29322,1291,1296,Mus,NCBITaxon:10088,15314659
organism_Instance_29848,107,112,Mus,NCBITaxon:10088,15320950
organism_Instance_29852,375,379,Mus,NCBITaxon:10088,15320950
organism_Instance_29856,1124,1128,Mus,NCBITaxon:10088,15320950
organism_Instance_29860,1241,1245,Mus,NCBITaxon:10088,15320950
organism_Instance_30156,369,374,Mus,NCBITaxon:10088,15328533
organism_Instance_30160,695,699,Mus,NCBITaxon:10088,15328533
organism_Instance_30400,395,402,Metazoa,NCBITaxon:33208,15328538
organism_Instance_30404,813,817,Mus,NCBITaxon:10088,15328538
organism_Instance_30718,184,190,Metazoa,NCBITaxon:33208,15345036
organism_Instance_30722,527,532,Mus,NCBITaxon:10088,15345036
organism_Instance_30726,574,578,Mus,NCBITaxon:10088,15345036
organism_Instance_30730,894,898,Mus,NCBITaxon:10088,15345036
organism_Instance_30734,1170,1174,Mus,NCBITaxon:10088,15345036
organism_Instance_191080,212,218,Homo sapiens,NCBITaxon:9606,15492776
organism_Instance_31226,544,549,Mus,NCBITaxon:10088,15492776
organism_Instance_31230,626,631,Mus,NCBITaxon:10088,15492776
organism_Instance_31234,769,778,Bacteria,NCBITaxon:2,15492776
organism_Instance_31238,1072,1076,Mus,NCBITaxon:10088,15492776
organism_Instance_31242,1320,1324,Mus,NCBITaxon:10088,15492776
organism_Instance_31246,1543,1547,Mus,NCBITaxon:10088,15492776
organism_Instance_31778,200,204,Mus,NCBITaxon:10088,15550985
organism_Instance_31782,1090,1094,Mus,NCBITaxon:10088,15550985
organism_Instance_32086,354,359,Homo sapiens,NCBITaxon:9606,15560850
organism_Instance_32090,627,631,Mus,NCBITaxon:10088,15560850
organism_Instance_32094,739,743,Mus,NCBITaxon:10088,15560850
organism_Instance_32098,925,929,Mus,NCBITaxon:10088,15560850
organism_Instance_32102,1025,1029,Mus,NCBITaxon:10088,15560850
organism_Instance_32106,1161,1165,Mus,NCBITaxon:10088,15560850
organism_Instance_32110,1271,1275,Mus,NCBITaxon:10088,15560850
organism_Instance_32114,1288,1292,Mus,NCBITaxon:10088,15560850
organism_Instance_32282,478,482,Mus,NCBITaxon:10088,15588329
organism_Instance_32286,690,695,Mus,NCBITaxon:10088,15588329
organism_Instance_32366,43,47,Mus,NCBITaxon:10088,15615595
organism_Instance_32370,259,264,Mus,NCBITaxon:10088,15615595
organism_Instance_32374,413,419,Murinae,NCBITaxon:39107,15615595
organism_Instance_32378,564,569,Mus,NCBITaxon:10088,15615595
organism_Instance_32382,1104,1110,Murinae,NCBITaxon:39107,15615595
organism_Instance_32386,1122,1127,Homo sapiens,NCBITaxon:9606,15615595
organism_Instance_32390,1237,1242,Mus,NCBITaxon:10088,15615595
organism_Instance_32394,1324,1329,Mus,NCBITaxon:10088,15615595
organism_Instance_32398,1341,1346,Homo sapiens,NCBITaxon:9606,15615595
organism_Instance_180380,88,92,Mus,NCBITaxon:10088,15619330
organism_Instance_32586,317,326,root,NCBITaxon:1,15619330
organism_Instance_32590,414,419,Mus,NCBITaxon:10088,15619330
organism_Instance_32594,614,619,Homo sapiens,NCBITaxon:9606,15619330
organism_Instance_32598,719,723,Mus,NCBITaxon:10088,15619330
organism_Instance_32602,806,810,Mus,NCBITaxon:10088,15619330
organism_Instance_32606,1029,1036,Metazoa,NCBITaxon:33208,15619330
organism_Instance_180472,1420,1429,Mammalia,NCBITaxon:40674,15630473
organism_Instance_32834,312,317,Mus,NCBITaxon:10088,15630473
organism_Instance_180620,92,96,Mus,NCBITaxon:10088,15676071
organism_Instance_180625,168,179,root,NCBITaxon:1,15676071
organism_Instance_180634,1465,1471,Homo sapiens,NCBITaxon:9606,15676071
organism_Instance_33070,538,542,Mus,NCBITaxon:10088,15676071
organism_Instance_33074,714,718,Mus,NCBITaxon:10088,15676071
organism_Instance_33078,1063,1069,Metazoa,NCBITaxon:33208,15676071
organism_Instance_33082,1426,1435,root,NCBITaxon:1,15676071
organism_Instance_33322,281,285,Mus,NCBITaxon:10088,15760270
organism_Instance_33326,311,315,Mus,NCBITaxon:10088,15760270
organism_Instance_33330,584,588,Mus,NCBITaxon:10088,15760270
organism_Instance_33334,614,618,Mus,NCBITaxon:10088,15760270
organism_Instance_33338,806,810,Mus,NCBITaxon:10088,15760270
organism_Instance_33342,883,887,Mus,NCBITaxon:10088,15760270
organism_Instance_33346,1001,1005,Mus,NCBITaxon:10088,15760270
organism_Instance_33350,1172,1176,Mus,NCBITaxon:10088,15760270
organism_Instance_33358,1342,1346,Mus,NCBITaxon:10088,15760270
organism_Instance_33362,1511,1515,Mus,NCBITaxon:10088,15760270
organism_Instance_34666,50,54,Mus,NCBITaxon:10088,15784609
organism_Instance_34670,190,195,Mus,NCBITaxon:10088,15784609
organism_Instance_34674,834,838,Mus,NCBITaxon:10088,15784609
organism_Instance_34682,1358,1366,root,NCBITaxon:1,15784609
organism_Instance_34898,42,48,Murinae,NCBITaxon:39107,15819996
organism_Instance_34902,316,320,Mus,NCBITaxon:10088,15819996
organism_Instance_34906,541,546,Mus,NCBITaxon:10088,15819996
organism_Instance_34910,619,624,Mus,NCBITaxon:10088,15819996
organism_Instance_35238,544,549,Mus,NCBITaxon:10088,15836427
organism_Instance_35558,36,40,Mus,NCBITaxon:10088,15850489
organism_Instance_35562,245,254,Mammalia,NCBITaxon:40674,15850489
organism_Instance_35566,564,568,Mus,NCBITaxon:10088,15850489
organism_Instance_35570,674,678,Mus,NCBITaxon:10088,15850489
organism_Instance_35574,805,811,Metazoa,NCBITaxon:33208,15850489
organism_Instance_35578,866,871,Mus,NCBITaxon:10088,15850489
organism_Instance_35582,927,931,Mus,NCBITaxon:10088,15850489
organism_Instance_35586,953,957,Mus,NCBITaxon:10088,15850489
organism_Instance_35590,1055,1059,Mus,NCBITaxon:10088,15850489
organism_Instance_35594,1193,1197,Mus,NCBITaxon:10088,15850489
organism_Instance_35598,1487,1491,Mus,NCBITaxon:10088,15850489
organism_Instance_35602,1538,1542,Mus,NCBITaxon:10088,15850489
organism_Instance_190702,64,68,Mus,NCBITaxon:10088,15876356
organism_Instance_36146,469,473,Mus,NCBITaxon:10088,15876356
organism_Instance_36150,502,506,Mus,NCBITaxon:10088,15876356
organism_Instance_36154,1109,1114,Homo sapiens,NCBITaxon:9606,15876356
organism_Instance_36158,1415,1422,Mammalia,NCBITaxon:40674,15876356
organism_Instance_36516,944,948,Mus,NCBITaxon:10088,15882093
organism_Instance_36904,36,41,Mus,NCBITaxon:10088,15917436
organism_Instance_36908,215,224,Mammalia,NCBITaxon:40674,15917436
organism_Instance_36912,1304,1313,Mammalia,NCBITaxon:40674,15917436
organism_Instance_36916,1492,1502,Eukaryota,NCBITaxon:2759,15917436
organism_Instance_37098,88,93,Mus,NCBITaxon:10088,15921521
organism_Instance_37102,382,386,Mus,NCBITaxon:10088,15921521
organism_Instance_37106,391,395,Mus,NCBITaxon:10088,15921521
organism_Instance_37110,622,626,Mus,NCBITaxon:10088,15921521
organism_Instance_37114,674,678,Mus,NCBITaxon:10088,15921521
organism_Instance_37118,703,708,Mus,NCBITaxon:10088,15921521
organism_Instance_37122,909,913,Mus,NCBITaxon:10088,15921521
organism_Instance_37126,991,995,Mus,NCBITaxon:10088,15921521
organism_Instance_37130,1089,1093,Mus,NCBITaxon:10088,15921521
organism_Instance_37134,1170,1175,Mus,NCBITaxon:10088,15921521
organism_Instance_191536,99,103,Mus,NCBITaxon:10088,15938754
organism_Instance_37640,213,220,Metazoa,NCBITaxon:33208,15938754
organism_Instance_37648,710,715,Mus,NCBITaxon:10088,15938754
organism_Instance_191667,95,99,Mus,NCBITaxon:10088,16026622
organism_Instance_191672,123,134,root,NCBITaxon:1,16026622
organism_Instance_38024,410,415,Mus,NCBITaxon:10088,16026622
organism_Instance_38028,850,855,Mus,NCBITaxon:10088,16026622
organism_Instance_38320,43,48,Mus,NCBITaxon:10088,16027110
organism_Instance_38337,266,272,Homo sapiens,NCBITaxon:9606,16027110
organism_Instance_38344,274,283,Metazoa,NCBITaxon:33208,16027110
organism_Instance_38352,517,522,Homo sapiens,NCBITaxon:9606,16027110
organism_Instance_38360,823,829,Murinae,NCBITaxon:39107,16027110
organism_Instance_38368,962,967,Mus,NCBITaxon:10088,16027110
organism_Instance_38376,1533,1557,Saccharomyces cerevisiae,NCBITaxon:4932,16027110
organism_Instance_38383,1559,1582,Drosophila melanogaster,NCBITaxon:7227,16027110
organism_Instance_191999,245,256,root,NCBITaxon:1,16098226
organism_Instance_39894,62,66,Mus,NCBITaxon:10088,16103912
organism_Instance_39902,71,77,Homo sapiens,NCBITaxon:9606,16103912
organism_Instance_39909,352,356,Mus,NCBITaxon:10088,16103912
organism_Instance_39917,734,739,Homo sapiens,NCBITaxon:9606,16103912
organism_Instance_39925,1302,1307,Homo sapiens,NCBITaxon:9606,16103912
organism_Instance_40287,114,119,Mus,NCBITaxon:10088,16109169
organism_Instance_170006,1423,1429,Homo sapiens,NCBITaxon:9606,16110338
organism_Instance_40382,63,68,Mus,NCBITaxon:10088,16110338
organism_Instance_40387,454,459,Mus,NCBITaxon:10088,16110338
organism_Instance_40392,477,482,Homo sapiens,NCBITaxon:9606,16110338
organism_Instance_40397,566,571,Mus,NCBITaxon:10088,16110338
organism_Instance_40732,22,26,Mus,NCBITaxon:10088,16121255
organism_Instance_40737,219,224,Homo sapiens,NCBITaxon:9606,16121255
organism_Instance_40742,494,500,Metazoa,NCBITaxon:33208,16121255
organism_Instance_40747,574,578,Mus,NCBITaxon:10088,16121255
organism_Instance_40752,635,640,Mus,NCBITaxon:10088,16121255
organism_Instance_40757,724,730,Murinae,NCBITaxon:39107,16121255
organism_Instance_40762,750,754,Mus,NCBITaxon:10088,16121255
organism_Instance_40767,810,815,Homo sapiens,NCBITaxon:9606,16121255
organism_Instance_40772,981,988,Metazoa,NCBITaxon:33208,16121255
organism_Instance_40777,1133,1141,root,NCBITaxon:1,16121255
organism_Instance_40782,1352,1357,Mus,NCBITaxon:10088,16121255
organism_Instance_200201,216,222,Homo sapiens,NCBITaxon:9606,16121256
organism_Instance_41477,64,68,Mus,NCBITaxon:10088,16121256
organism_Instance_41482,294,299,Mus,NCBITaxon:10088,16121256
organism_Instance_41487,396,400,Mus,NCBITaxon:10088,16121256
organism_Instance_41492,558,562,Mus,NCBITaxon:10088,16121256
organism_Instance_41497,589,594,Homo sapiens,NCBITaxon:9606,16121256
organism_Instance_41502,788,793,Mus,NCBITaxon:10088,16121256
organism_Instance_41507,826,831,Homo sapiens,NCBITaxon:9606,16121256
organism_Instance_41512,950,955,Homo sapiens,NCBITaxon:9606,16121256
organism_Instance_41517,1492,1497,Mus,NCBITaxon:10088,16121256
organism_Instance_41522,1549,1554,Mus,NCBITaxon:10088,16121256
organism_Instance_200007,847,858,root,NCBITaxon:1,16216087
organism_Instance_42269,548,552,Mus,NCBITaxon:10088,16216087
organism_Instance_42274,1412,1419,Rodentia,NCBITaxon:9989,16216087
organism_Instance_43229,50,55,Mus,NCBITaxon:10088,16221973
organism_Instance_43234,550,554,Mus,NCBITaxon:10088,16221973
organism_Instance_210228,124,135,root,NCBITaxon:1,16255782
organism_Instance_210233,525,536,root,NCBITaxon:1,16255782
organism_Instance_210238,556,567,root,NCBITaxon:1,16255782
organism_Instance_210245,861,871,root,NCBITaxon:1,16255782
organism_Instance_210250,983,993,root,NCBITaxon:1,16255782
organism_Instance_210255,1396,1407,root,NCBITaxon:1,16255782
organism_Instance_210260,1546,1557,root,NCBITaxon:1,16255782
organism_Instance_43915,603,609,Metazoa,NCBITaxon:33208,16279840
organism_Instance_43920,741,746,Mus,NCBITaxon:10088,16279840
organism_Instance_43925,862,866,Mus,NCBITaxon:10088,16279840
organism_Instance_43930,1195,1199,Mus,NCBITaxon:10088,16279840
organism_Instance_43935,1460,1464,Mus,NCBITaxon:10088,16279840
organism_Instance_45240,51,55,Mus,NCBITaxon:10088,16362077
organism_Instance_45245,350,354,Mus,NCBITaxon:10088,16362077
organism_Instance_45250,398,402,Mus,NCBITaxon:10088,16362077
organism_Instance_45255,600,604,Mus,NCBITaxon:10088,16362077
organism_Instance_45260,684,688,Mus,NCBITaxon:10088,16362077
organism_Instance_45270,1076,1081,Mus,NCBITaxon:10088,16362077
organism_Instance_45275,1257,1262,Mus,NCBITaxon:10088,16362077
organism_Instance_45280,1415,1419,Mus,NCBITaxon:10088,16362077
organism_Instance_46375,76,85,Mammalia,NCBITaxon:40674,16410827
organism_Instance_46380,110,117,Mammalia,NCBITaxon:40674,16410827
organism_Instance_220114,67,71,Mus,NCBITaxon:10088,16433929
organism_Instance_46750,445,450,Mus,NCBITaxon:10088,16433929
organism_Instance_46755,623,632,Mammalia,NCBITaxon:40674,16433929
organism_Instance_46760,702,706,Mus,NCBITaxon:10088,16433929
organism_Instance_46765,850,854,Mus,NCBITaxon:10088,16433929
organism_Instance_46770,968,973,Mus,NCBITaxon:10088,16433929
organism_Instance_46775,1057,1062,Mus,NCBITaxon:10088,16433929
organism_Instance_46780,1098,1105,Metazoa,NCBITaxon:33208,16433929
organism_Instance_281675,1567,1574,species,NCBITaxon:species,16462940
organism_Instance_47107,547,552,Mus,NCBITaxon:10088,16462940
organism_Instance_47112,741,748,Metazoa,NCBITaxon:33208,16462940
organism_Instance_220222,72,76,Mus,NCBITaxon:10088,16504143
organism_Instance_47332,403,407,Mus,NCBITaxon:10088,16504143
organism_Instance_47337,463,467,Mus,NCBITaxon:10088,16504143
organism_Instance_47342,695,699,Mus,NCBITaxon:10088,16504143
organism_Instance_47347,972,976,Mus,NCBITaxon:10088,16504143
organism_Instance_48027,46,51,Mus,NCBITaxon:10088,16504174
organism_Instance_48032,347,352,Mus,NCBITaxon:10088,16504174
organism_Instance_48037,507,512,Mus,NCBITaxon:10088,16504174
organism_Instance_48042,585,594,Bacteria,NCBITaxon:2,16504174
organism_Instance_48047,628,633,Mus,NCBITaxon:10088,16504174
organism_Instance_48052,1235,1239,Mus,NCBITaxon:10088,16504174
organism_Instance_220413,77,81,Mus,NCBITaxon:10088,16507151
organism_Instance_48287,123,127,Mus,NCBITaxon:10088,16507151
organism_Instance_48292,570,574,Mus,NCBITaxon:10088,16507151
organism_Instance_48297,632,636,Mus,NCBITaxon:10088,16507151
organism_Instance_48302,802,806,Mus,NCBITaxon:10088,16507151
organism_Instance_220473,1150,1156,Homo sapiens,NCBITaxon:9606,16517939
organism_Instance_48696,319,324,Homo sapiens,NCBITaxon:9606,16517939
organism_Instance_48701,647,651,Mus,NCBITaxon:10088,16517939
organism_Instance_48706,725,729,Mus,NCBITaxon:10088,16517939
organism_Instance_48711,1165,1169,Mus,NCBITaxon:10088,16517939
organism_Instance_48716,1226,1231,Homo sapiens,NCBITaxon:9606,16517939
organism_Instance_49186,608,613,Mus,NCBITaxon:10088,16539743
organism_Instance_49191,703,712,Danio rerio,NCBITaxon:7955,16539743
organism_Instance_49196,721,726,Homo sapiens,NCBITaxon:9606,16539743
organism_Instance_49201,728,737,root,NCBITaxon:1,16539743
organism_Instance_49206,909,914,Mus,NCBITaxon:10088,16539743
organism_Instance_230307,77,82,Acer,NCBITaxon:4022,16579849
organism_Instance_230312,126,131,Acer,NCBITaxon:4022,16579849
organism_Instance_49816,35,41,Murinae,NCBITaxon:39107,16579849
organism_Instance_49821,508,514,Metazoa,NCBITaxon:33208,16579849
organism_Instance_49826,544,550,Murinae,NCBITaxon:39107,16579849
organism_Instance_49831,646,651,Mus,NCBITaxon:10088,16579849
organism_Instance_49836,753,759,Murinae,NCBITaxon:39107,16579849
organism_Instance_49841,831,836,Homo sapiens,NCBITaxon:9606,16579849
organism_Instance_49846,873,877,Mus,NCBITaxon:10088,16579849
organism_Instance_49851,953,959,Metazoa,NCBITaxon:33208,16579849
organism_Instance_49856,1082,1087,Mus,NCBITaxon:10088,16579849
organism_Instance_49861,1135,1139,Mus,NCBITaxon:10088,16579849
organism_Instance_49866,1374,1379,Homo sapiens,NCBITaxon:9606,16579849
organism_Instance_49871,1420,1427,Metazoa,NCBITaxon:33208,16579849
organism_Instance_50895,14,18,Mus,NCBITaxon:10088,16611361
organism_Instance_50900,363,367,Mus,NCBITaxon:10088,16611361
organism_Instance_50905,486,491,Mus,NCBITaxon:10088,16611361
organism_Instance_50910,701,705,Mus,NCBITaxon:10088,16611361
organism_Instance_50915,950,954,Mus,NCBITaxon:10088,16611361
organism_Instance_50920,967,971,Mus,NCBITaxon:10088,16611361
organism_Instance_50925,1030,1034,Mus,NCBITaxon:10088,16611361
organism_Instance_50930,1139,1143,Mus,NCBITaxon:10088,16611361
organism_Instance_50935,1261,1265,Mus,NCBITaxon:10088,16611361
