,StartIndex,EndIndex,MentionTextSegment,EntityID,PMID
GO_BP_2016_02_16_Instance_53653,1455,1468,fertilization,GO:0009566,15018652
GO_BP_2016_02_16_Instance_80002,1002,1010,embryonic cleavage,GO:0040016,15018652
GO_BP_2016_02_16_Instance_47371,83,90,secretion,GO:0046903,15040800
GO_BP_2016_02_16_Instance_47373,360,378,sterol transport,GO:0015918,15040800
GO_BP_2016_02_16_Instance_47375,746,756,biological regulation,GO:0065007,15040800
GO_BP_2016_02_16_Instance_47381,1235,1244,gene expression,GO:0010467,15040800
GO_BP_2016_02_16_Instance_47383,1340,1350,gene expression,GO:0010467,15040800
GO_BP_2016_02_16_Instance_47385,1412,1419,secretion,GO:0046903,15040800
GO_BP_2016_02_16_Instance_47387,1479,1486,secretion,GO:0046903,15040800
GO_BP_2016_02_16_Instance_80018,765,777,sterol import,GO:0035376,15040800
GO_BP_2016_02_16_Instance_22293,390,409,"general adaptation syndrome, behavioral process",GO:0051867,15061865
GO_BP_2016_02_16_Instance_24293,434,452,dopamine receptor signaling pathway,GO:0007212,15061865
GO_BP_2016_02_16_Instance_25757,1209,1216,learning,GO:0007612,15061865
GO_BP_2016_02_16_Instance_48843,67,75,learning,GO:0007612,15061865
GO_BP_2016_02_16_Instance_48853,777,785,associative learning,GO:0008306,15061865
GO_BP_2016_02_16_Instance_48857,1102,1110,learning,GO:0007612,15061865
GO_BP_2016_02_16_Instance_48859,1233,1240,feeding behavior,GO:0007631,15061865
GO_BP_2016_02_16_Instance_48861,1329,1336,learning,GO:0007612,15061865
GO_BP_2016_02_16_with_nested_annotations_Instance_21362,124,134,biological regulation,GO:0065007,15061865
GO_BP_2016_02_16_Instance_47741,55,64,gene expression,GO:0010467,15070402
GO_BP_2016_02_16_Instance_47747,516,525,biological regulation,GO:0065007,15070402
GO_BP_2016_02_16_Instance_47751,661,671,biological regulation,GO:0065007,15070402
GO_BP_2016_02_16_Instance_47755,1243,1252,gene expression,GO:0010467,15070402
GO_BP_2016_02_16_Instance_47757,1325,1346,embryo development,GO:0009790,15070402
GO_BP_2016_02_16_Instance_47759,1360,1369,gene expression,GO:0010467,15070402
GO_BP_2016_02_16_Instance_44639,1363,1370,mitotic nuclear division,GO:0007067,15207008
GO_BP_2016_02_16_Instance_44643,1456,1467,translation,GO:0006412,15207008
GO_BP_2016_02_16_with_nested_annotations_Instance_180002,1469,1483,RNA processing,GO:0006396,15207008
GO_BP_2016_02_16_Instance_24317,122,132,smoothened signaling pathway,GO:0007224,15238161
GO_BP_2016_02_16_Instance_30913,191,203,regeneration,GO:0031099,15238161
GO_BP_2016_02_16_Instance_49581,99,107,secretion,GO:0046903,15238161
GO_BP_2016_02_16_Instance_49583,122,132,smoothened signaling pathway,GO:0007224,15238161
GO_BP_2016_02_16_Instance_49593,503,515,muscle cell fate specification,GO:0042694,15238161
GO_BP_2016_02_16_Instance_49599,657,670,smoothened signaling pathway,GO:0007224,15238161
GO_BP_2016_02_16_Instance_49601,785,795,gene expression,GO:0010467,15238161
GO_BP_2016_02_16_Instance_49611,995,1005,gene expression,GO:0010467,15238161
GO_BP_2016_02_16_Instance_49617,1300,1310,gene expression,GO:0010467,15238161
GO_BP_2016_02_16_Instance_49619,1366,1376,gene expression,GO:0010467,15238161
GO_BP_2016_02_16_Instance_49623,1473,1495,muscle fiber development,GO:0048747,15238161
GO_BP_2016_02_16_Instance_49627,1552,1559,gene expression,GO:0010467,15238161
GO_BP_2016_02_16_Instance_21993,1567,1572,cell differentiation,GO:0030154,15314655
GO_BP_2016_02_16_Instance_22665,214,222,biological regulation,GO:0065007,15314655
GO_BP_2016_02_16_Instance_54643,103,116,hemopoiesis,GO:0030097,15314655
GO_BP_2016_02_16_Instance_54645,128,141,hemopoiesis,GO:0030097,15314655
GO_BP_2016_02_16_Instance_54651,642,655,hemopoiesis,GO:0030097,15314655
GO_BP_2016_02_16_Instance_54653,696,703,gene expression,GO:0010467,15314655
GO_BP_2016_02_16_Instance_54655,721,734,hemopoiesis,GO:0030097,15314655
GO_BP_2016_02_16_Instance_54657,787,796,apoptotic process,GO:0006915,15314655
GO_BP_2016_02_16_Instance_54659,881,891,gene expression,GO:0010467,15314655
GO_BP_2016_02_16_Instance_54661,924,947,embryonic hemopoiesis,GO:0035162,15314655
GO_BP_2016_02_16_Instance_54663,1024,1034,gene expression,GO:0010467,15314655
GO_BP_2016_02_16_Instance_54665,1070,1083,hemopoiesis,GO:0030097,15314655
GO_BP_2016_02_16_Instance_54667,1109,1118,cell development,GO:0048468,15314655
GO_BP_2016_02_16_Instance_54669,1134,1144,gene expression,GO:0010467,15314655
GO_BP_2016_02_16_Instance_54675,1392,1402,gene expression,GO:0010467,15314655
GO_BP_2016_02_16_Instance_54677,1430,1445,cell maturation,GO:0048469,15314655
GO_BP_2016_02_16_Instance_54679,1553,1566,hemopoiesis,GO:0030097,15314655
GO_BP_2016_02_16_Instance_90352,378,391,embryonic hemopoiesis,GO:0035162,15314655
GO_BP_2016_02_16_Instance_230612,671,681,gene expression,GO:0010467,15314659
GO_BP_2016_02_16_Instance_53975,23,33,gene expression,GO:0010467,15320950
GO_BP_2016_02_16_Instance_53977,459,469,gene expression,GO:0010467,15320950
GO_BP_2016_02_16_Instance_53979,548,558,gene expression,GO:0010467,15320950
GO_BP_2016_02_16_Instance_22327,117,153,muscle adaptation,GO:0043500,15328533
GO_BP_2016_02_16_Instance_44363,0,10,biological regulation,GO:0065007,15328533
GO_BP_2016_02_16_Instance_44365,232,247,gene expression,GO:0010467,15328533
GO_BP_2016_02_16_Instance_44369,490,500,gene expression,GO:0010467,15328533
GO_BP_2016_02_16_Instance_44371,750,765,gene expression,GO:0010467,15328533
GO_BP_2016_02_16_Instance_44373,873,882,metabolic process,GO:0008152,15328533
GO_BP_2016_02_16_Instance_44375,1184,1194,glycolytic process,GO:0006096,15328533
GO_BP_2016_02_16_Instance_44377,1255,1266,muscle contraction,GO:0006936,15328533
GO_BP_2016_02_16_Instance_44379,1268,1278,metabolic process,GO:0008152,15328533
GO_BP_2016_02_16_Instance_44381,1362,1382,cellular respiration,GO:0045333,15328533
GO_BP_2016_02_16_Instance_10015,730,740,gene expression,GO:0010467,15328538
GO_BP_2016_02_16_Instance_33197,224,241,ATP biosynthetic process,GO:0006754,15328538
GO_BP_2016_02_16_Instance_33323,413,422,metabolic process,GO:0008152,15328538
GO_BP_2016_02_16_Instance_33591,857,867,glycolytic process,GO:0006096,15328538
GO_BP_2016_02_16_Instance_33619,1022,1039,tricarboxylic acid cycle,GO:0006099,15328538
GO_BP_2016_02_16_Instance_33659,434,443,biological regulation,GO:0065007,15328538
GO_BP_2016_02_16_Instance_33857,573,583,biological regulation,GO:0065007,15328538
GO_BP_2016_02_16_Instance_39595,1126,1144,glycolytic process,GO:0006096,15328538
GO_BP_2016_02_16_Instance_41975,1314,1323,metabolic process,GO:0008152,15328538
GO_BP_2016_02_16_Instance_46339,339,349,glycolytic process,GO:0006096,15328538
GO_BP_2016_02_16_Instance_46343,1340,1350,glycolytic process,GO:0006096,15328538
GO_BP_2016_02_16_with_nested_annotations_Instance_24077,1054,1074,fatty acid oxidation,GO:0019395,15328538
GO_BP_2016_02_16_Instance_27091,63,76,embryo development,GO:0009790,15345036
GO_BP_2016_02_16_Instance_27093,715,728,embryo development,GO:0009790,15345036
GO_BP_2016_02_16_Instance_27197,88,110,apoptotic cell clearance,GO:0043277,15345036
GO_BP_2016_02_16_Instance_27199,1462,1484,apoptotic cell clearance,GO:0043277,15345036
GO_BP_2016_02_16_Instance_37241,1422,1449,embryonic organ development,GO:0048568,15345036
GO_BP_2016_02_16_Instance_50445,224,244,cellular homeostasis,GO:0019725,15345036
GO_BP_2016_02_16_Instance_50447,343,372,engulfment of apoptotic cell,GO:0043652,15345036
GO_BP_2016_02_16_Instance_50451,740,755,eye development,GO:0001654,15345036
GO_BP_2016_02_16_Instance_50455,1047,1071,apoptotic cell clearance,GO:0043277,15345036
GO_BP_2016_02_16_Instance_50457,1111,1140,engulfment of apoptotic cell,GO:0043652,15345036
GO_BP_2016_02_16_Instance_90676,134,165,apoptotic cell clearance,GO:0043277,15345036
GO_BP_2016_02_16_Instance_90680,590,595,parturition,GO:0007567,15345036
GO_BP_2016_02_16_Instance_90686,1252,1270,cytokine-mediated signaling pathway,GO:0019221,15345036
GO_BP_2016_02_16_Instance_29283,729,739,gene expression,GO:0010467,15492776
GO_BP_2016_02_16_Instance_29645,1120,1123,death,GO:0016265,15492776
GO_BP_2016_02_16_Instance_29647,1133,1146,embryo development,GO:0009790,15492776
GO_BP_2016_02_16_Instance_29653,1285,1290,parturition,GO:0007567,15492776
GO_BP_2016_02_16_Instance_29655,1554,1559,parturition,GO:0007567,15492776
GO_BP_2016_02_16_Instance_37119,512,522,biological regulation,GO:0065007,15492776
GO_BP_2016_02_16_Instance_37891,0,22,BMP signaling pathway,GO:0030509,15492776
GO_BP_2016_02_16_Instance_37893,1027,1049,BMP signaling pathway,GO:0030509,15492776
GO_BP_2016_02_16_Instance_47039,431,446,gene expression,GO:0010467,15492776
GO_BP_2016_02_16_Instance_90867,43,48,parturition,GO:0007567,15492776
GO_BP_2016_02_16_Instance_90869,563,581,bone morphogenesis,GO:0060349,15492776
GO_BP_2016_02_16_Instance_90871,1299,1304,parturition,GO:0007567,15492776
GO_BP_2016_02_16_Instance_41665,1517,1526,gene expression,GO:0010467,15550985
GO_BP_2016_02_16_Instance_41923,35,49,proprioception,GO:0019230,15550985
GO_BP_2016_02_16_Instance_41925,113,127,proprioception,GO:0019230,15550985
GO_BP_2016_02_16_Instance_41929,590,604,proprioception,GO:0019230,15550985
GO_BP_2016_02_16_Instance_41931,1010,1024,proprioception,GO:0019230,15550985
GO_BP_2016_02_16_Instance_41935,1295,1309,proprioception,GO:0019230,15550985
GO_BP_2016_02_16_Instance_42443,50,63,axon guidance,GO:0007411,15550985
GO_BP_2016_02_16_Instance_42445,838,851,axon guidance,GO:0007411,15550985
GO_BP_2016_02_16_with_nested_annotations_Instance_20562,463,472,innervation,GO:0060384,15550985
GO_BP_2016_02_16_Instance_41791,1477,1486,apoptotic process,GO:0006915,15560850
GO_BP_2016_02_16_Instance_41797,1562,1571,apoptotic process,GO:0006915,15560850
GO_BP_2016_02_16_Instance_41927,251,266,protein folding,GO:0006457,15560850
GO_BP_2016_02_16_Instance_41933,1372,1390,cell proliferation,GO:0008283,15560850
GO_BP_2016_02_16_Instance_42145,1416,1433,MAPK cascade,GO:0000165,15560850
GO_BP_2016_02_16_Instance_42701,815,822,gene expression,GO:0010467,15560850
GO_BP_2016_02_16_Instance_42761,318,328,gene expression,GO:0010467,15560850
GO_BP_2016_02_16_Instance_42763,1515,1525,gene expression,GO:0010467,15560850
GO_BP_2016_02_16_Instance_42769,161,170,gene expression,GO:0010467,15560850
GO_BP_2016_02_16_Instance_91068,471,481,gene expression,GO:0010467,15560850
GO_BP_2016_02_16_Instance_23959,1509,1520,intracellular transport,GO:0046907,15588329
GO_BP_2016_02_16_Instance_41855,1257,1268,endocytosis,GO:0006897,15588329
GO_BP_2016_02_16_Instance_42509,526,533,gene expression,GO:0010467,15588329
GO_BP_2016_02_16_Instance_42513,941,948,gene expression,GO:0010467,15588329
GO_BP_2016_02_16_Instance_91107,0,20,transmembrane transport,GO:0055085,15588329
GO_BP_2016_02_16_Instance_91109,1500,1520,transmembrane transport,GO:0055085,15588329
GO_BP_2016_02_16_Instance_11631,990,1009,heart development,GO:0007507,15615595
GO_BP_2016_02_16_Instance_53779,217,222,death,GO:0016265,15615595
GO_BP_2016_02_16_Instance_53781,343,360,heart development,GO:0007507,15615595
GO_BP_2016_02_16_Instance_53783,1433,1438,death,GO:0016265,15615595
GO_BP_2016_02_16_Instance_11709,891,901,gene expression,GO:0010467,15619330
GO_BP_2016_02_16_Instance_11711,928,938,gene expression,GO:0010467,15619330
GO_BP_2016_02_16_Instance_31087,1359,1369,cell cycle phase,GO:0022403,15619330
GO_BP_2016_02_16_Instance_45319,1124,1131,mitotic nuclear division,GO:0007067,15619330
GO_BP_2016_02_16_Instance_45321,1135,1142,meiotic nuclear division,GO:0007126,15619330
GO_BP_2016_02_16_Instance_45325,1396,1406,interphase,GO:0051325,15619330
GO_BP_2016_02_16_Instance_45327,1425,1432,mitotic nuclear division,GO:0007067,15619330
GO_BP_2016_02_16_Instance_45329,1436,1446,cell death,GO:0008219,15619330
GO_BP_2016_02_16_Instance_120032,733,743,gene expression,GO:0010467,15630473
GO_BP_2016_02_16_Instance_120034,758,771,cell proliferation,GO:0008283,15630473
GO_BP_2016_02_16_Instance_13827,110,123,animal organ development,GO:0048513,15630473
GO_BP_2016_02_16_Instance_13885,264,277,anatomical structure morphogenesis,GO:0009653,15630473
GO_BP_2016_02_16_Instance_14113,451,464,cell proliferation,GO:0008283,15630473
GO_BP_2016_02_16_Instance_14115,1167,1180,cell proliferation,GO:0008283,15630473
GO_BP_2016_02_16_Instance_24069,1455,1468,anatomical structure morphogenesis,GO:0009653,15630473
GO_BP_2016_02_16_Instance_54525,50,77,hair follicle morphogenesis,GO:0031069,15630473
GO_BP_2016_02_16_with_nested_annotations_Instance_22546,1012,1027,activation of MAPK activity,GO:0000187,15630473
GO_BP_2016_02_16_Instance_26423,210,215,parturition,GO:0007567,15676071
GO_BP_2016_02_16_Instance_26427,278,284,retina development in camera-type eye,GO:0060041,15676071
GO_BP_2016_02_16_Instance_26439,748,761,anatomical structure morphogenesis,GO:0009653,15676071
GO_BP_2016_02_16_Instance_26441,1162,1187,photoreceptor cell development,GO:0042461,15676071
GO_BP_2016_02_16_Instance_26575,1304,1310,visual perception,GO:0007601,15676071
GO_BP_2016_02_16_Instance_26589,349,371,photoreceptor cell development,GO:0042461,15676071
GO_BP_2016_02_16_Instance_53587,0,14,synapse assembly,GO:0007416,15676071
GO_BP_2016_02_16_Instance_53589,853,870,phototransduction,GO:0007602,15676071
GO_BP_2016_02_16_Instance_53591,1035,1049,synapse assembly,GO:0007416,15676071
GO_BP_2016_02_16_Instance_120368,458,463,parturition,GO:0007567,15760270
GO_BP_2016_02_16_Instance_19025,1107,1118,heat generation,GO:0031649,15760270
GO_BP_2016_02_16_Instance_230628,1287,1297,gene expression,GO:0010467,15760270
GO_BP_2016_02_16_Instance_26421,727,738,cellular respiration,GO:0045333,15760270
GO_BP_2016_02_16_Instance_26763,105,112,biological regulation,GO:0065007,15760270
GO_BP_2016_02_16_Instance_26765,964,985,regulation of heart rate,GO:0002027,15760270
GO_BP_2016_02_16_Instance_26841,1249,1260,cellular respiration,GO:0045333,15760270
GO_BP_2016_02_16_Instance_26949,429,438,metabolic process,GO:0008152,15760270
GO_BP_2016_02_16_Instance_26953,45,54,metabolic process,GO:0008152,15760270
GO_BP_2016_02_16_Instance_31115,1301,1310,lipid biosynthetic process,GO:0008610,15760270
GO_BP_2016_02_16_Instance_140094,817,824,parturition,GO:0007567,15784609
GO_BP_2016_02_16_Instance_26415,36,46,gene expression,GO:0010467,15784609
GO_BP_2016_02_16_Instance_26583,424,434,gene expression,GO:0010467,15784609
GO_BP_2016_02_16_Instance_26585,535,545,gene expression,GO:0010467,15784609
GO_BP_2016_02_16_Instance_26587,718,728,gene expression,GO:0010467,15784609
GO_BP_2016_02_16_Instance_27791,1072,1093,regulation of gene expression,GO:0010468,15784609
GO_BP_2016_02_16_Instance_46371,787,808,embryo development,GO:0009790,15784609
GO_BP_2016_02_16_Instance_46373,1403,1432,regulation of gene expression,GO:0010468,15784609
GO_BP_2016_02_16_Instance_26581,656,665,gene expression,GO:0010467,15819996
GO_BP_2016_02_16_Instance_28163,547,560,embryo development,GO:0009790,15819996
GO_BP_2016_02_16_Instance_49217,49,66,brain development,GO:0007420,15819996
GO_BP_2016_02_16_Instance_49219,429,446,brain development,GO:0007420,15819996
GO_BP_2016_02_16_with_nested_annotations_Instance_22162,283,294,homeostatic process,GO:0042592,15819996
GO_BP_2016_02_16_Instance_140154,1430,1440,cell cycle,GO:0007049,15836427
GO_BP_2016_02_16_Instance_28231,1146,1174,axonogenesis,GO:0007409,15836427
GO_BP_2016_02_16_Instance_28513,281,291,gene expression,GO:0010467,15836427
GO_BP_2016_02_16_Instance_28515,570,580,gene expression,GO:0010467,15836427
GO_BP_2016_02_16_Instance_28517,1055,1062,gene expression,GO:0010467,15836427
GO_BP_2016_02_16_Instance_28519,1314,1324,gene expression,GO:0010467,15836427
GO_BP_2016_02_16_Instance_28521,1402,1412,gene expression,GO:0010467,15836427
GO_BP_2016_02_16_Instance_28523,1475,1485,gene expression,GO:0010467,15836427
GO_BP_2016_02_16_Instance_28747,292,300,biological regulation,GO:0065007,15836427
GO_BP_2016_02_16_Instance_28785,933,952,neuron maturation,GO:0042551,15836427
GO_BP_2016_02_16_Instance_44547,422,437,gene expression,GO:0010467,15836427
GO_BP_2016_02_16_Instance_44549,1219,1233,synapse assembly,GO:0007416,15836427
GO_BP_2016_02_16_Instance_140434,633,640,parturition,GO:0007567,15850489
