,PMID,topic_number,topic_probs,topic_keywords
10,26883265,4,1.0,"[('fractur', 0.023671449030889097), ('knee', 0.02236056052070207), ('bone', 0.020303127247812074), ('spine', 0.018902100007919), ('implant', 0.017050469693249814), ('patient', 0.01701045432197622), ('surgeri', 0.016043213722070692), ('score', 0.016010509464311415), ('pain', 0.014843556972872679), ('tendon', 0.014572448895540808)]"
11,26931495,3,1.0,"[('speci', 0.04541899474237719), ('forest', 0.01986315689650549), ('popul', 0.01879033701326042), ('bird', 0.0155259175762611), ('climat', 0.01385799346446381), ('plant', 0.013240451447144554), ('divers', 0.013054858242023333), ('genet', 0.011344986058897222), ('tree', 0.01119505679918582), ('phylogenet', 0.0104014699784837)]"
12,26944725,8,0.6465210855904279,"[('cancer', 0.04063406832027358), ('surviv', 0.038807864440526536), ('patient', 0.035763152070918944), ('lung', 0.0268566263618124), ('chemotherapi', 0.022024556610680476), ('nsclc', 0.01563740579180063), ('advanc', 0.015321056512832864), ('year', 0.015178883119913824), ('treatment', 0.01445970197528374), ('recurr', 0.013335093630586813)]"
13,27010511,46,1.0,"[('water', 0.07748603816634253), ('sediment', 0.03795262345081369), ('pcdd', 0.03433250823178034), ('fs', 0.03387568921183087), ('site', 0.033394653291978306), ('concentr', 0.0304762116202656), ('emiss', 0.03039654335578077), ('pollut', 0.030155804624926758), ('river', 0.030060491607131083), ('dwtr', 0.028952398008797935)]"
14,27086366,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
15,27093899,15,1.0,"[('transplant', 0.07470208157461691), ('kidney', 0.04017812044015889), ('renal', 0.039443749378143635), ('liver', 0.03400647051357923), ('egfr', 0.024825801704059337), ('ckd', 0.023979416752277567), ('recipi', 0.019964151570660338), ('donor', 0.019494809831744245), ('patient', 0.01940911225961804), ('ktr', 0.018390707220534135)]"
16,27113387,3,1.0,"[('speci', 0.04541899474237719), ('forest', 0.01986315689650549), ('popul', 0.01879033701326042), ('bird', 0.0155259175762611), ('climat', 0.01385799346446381), ('plant', 0.013240451447144554), ('divers', 0.013054858242023333), ('genet', 0.011344986058897222), ('tree', 0.01119505679918582), ('phylogenet', 0.0104014699784837)]"
17,27117874,31,0.5711249197184327,"[('asthma', 0.1344971420680368), ('inflamm', 0.035762338920301284), ('lung', 0.03458418076413057), ('inhal', 0.02637877466484496), ('ccsp', 0.024442137843066196), ('sjt', 0.024442137843066196), ('feno', 0.024442137843066196), ('copd', 0.024397364667008897), ('allerg', 0.023314720827116463), ('cost', 0.022970430103952836)]"
18,27121486,16,1.0,"[('lipid', 0.04906801714088585), ('apo', 0.03547839049167622), ('cholesterol', 0.03422757477690689), ('liver', 0.029353566446012898), ('mice', 0.028539019977851906), ('diet', 0.02515361448968282), ('lipoprotein', 0.02329826897531074), ('level', 0.021451488779147442), ('ldlr', 0.02121167243503434), ('pcsk9', 0.020492932468106816)]"
19,27131339,41,0.971286700270944,"[('tumor', 0.04888862169070559), ('oscc', 0.03583323275624424), ('ctc', 0.034144911705728344), ('cancer', 0.03252488246573331), ('herg1', 0.027904786416419292), ('genet', 0.027540503225536937), ('mutat', 0.027340170937662195), ('bw', 0.027264236423026025), ('gene', 0.02662406130076452), ('express', 0.026459133358142404)]"
20,27196563,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
21,27216824,2,0.8343063829049581,"[('nanoparticl', 0.034116459267757006), ('surfac', 0.02579794889348978), ('coat', 0.01778056479118233), ('properti', 0.015137586582062731), ('np', 0.014991456588643927), ('releas', 0.014864083035943831), ('cell', 0.01471567693457595), ('applic', 0.014483927278632933), ('fluoresc', 0.014240755954564874), ('prepar', 0.013679356715981531)]"
22,27233131,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
23,27233260,50,1.0,"[('malaria', 0.11458893965482239), ('parasit', 0.08567225471720791), ('falciparum', 0.0718320525693701), ('plasmodium', 0.052570537868648466), ('mosquito', 0.05035239199711862), ('pfcrt', 0.04458986086413214), ('srna', 0.04167680970222015), ('resist', 0.03719280575970158), ('zikv', 0.03225841660747812), ('antimalari', 0.03167912104817252)]"
24,27233466,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
25,27233592,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
26,27234004,4,0.8348599094120494,"[('fractur', 0.023671449030889097), ('knee', 0.02236056052070207), ('bone', 0.020303127247812074), ('spine', 0.018902100007919), ('implant', 0.017050469693249814), ('patient', 0.01701045432197622), ('surgeri', 0.016043213722070692), ('score', 0.016010509464311415), ('pain', 0.014843556972872679), ('tendon', 0.014572448895540808)]"
27,27234031,56,1.0,"[('pd', 0.07174453399458036), ('mog', 0.04112597206064389), ('parkinson', 0.039356426243726816), ('ataxia', 0.038213994873164764), ('autoantibodi', 0.03806485417431822), ('c9orf72', 0.03593955724136451), ('pesticid', 0.034629417213100325), ('diseas', 0.03359310116764199), ('repeat', 0.030710901401205155), ('risk', 0.030464120096741116)]"
28,27234220,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
29,27235559,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
30,27235789,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
31,27235824,24,0.8754812689827478,"[('obes', 0.05694080077978884), ('food', 0.040524565377930845), ('weight', 0.035140651908253315), ('children', 0.034483387355523344), ('overweight', 0.03143202144288041), ('health', 0.02864869822953705), ('prime', 0.022786206236557898), ('childhood', 0.021803755475255357), ('intak', 0.021630193957203274), ('nutrit', 0.020945380977735385)]"
32,27235977,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
33,27235985,30,1.0,"[('schizophrenia', 0.09912285048360604), ('asenapin', 0.04216351603337185), ('bid', 0.02973344182496128), ('antipsychot', 0.026611956792317492), ('attribut', 0.023487546839725842), ('interocept', 0.02174851049001294), ('mg', 0.020757717409925266), ('medial', 0.020725425985665732), ('treatment', 0.020498311357539316), ('symptom', 0.019911039885205983)]"
34,27236033,16,1.0,"[('lipid', 0.04906801714088585), ('apo', 0.03547839049167622), ('cholesterol', 0.03422757477690689), ('liver', 0.029353566446012898), ('mice', 0.028539019977851906), ('diet', 0.02515361448968282), ('lipoprotein', 0.02329826897531074), ('level', 0.021451488779147442), ('ldlr', 0.02121167243503434), ('pcsk9', 0.020492932468106816)]"
35,27236596,4,0.6624143705828087,"[('fractur', 0.023671449030889097), ('knee', 0.02236056052070207), ('bone', 0.020303127247812074), ('spine', 0.018902100007919), ('implant', 0.017050469693249814), ('patient', 0.01701045432197622), ('surgeri', 0.016043213722070692), ('score', 0.016010509464311415), ('pain', 0.014843556972872679), ('tendon', 0.014572448895540808)]"
36,27236780,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
37,27237979,1,1.0,"[('cell', 0.056503174956419294), ('cancer', 0.03910449596002179), ('tumor', 0.03340419417770448), ('express', 0.02233259523618857), ('inhibitor', 0.02043696790694219), ('breast', 0.019419824307175156), ('inhibit', 0.01789411365569921), ('target', 0.01725253867308688), ('activ', 0.016141815375586482), ('migrat', 0.015613412058162824)]"
38,27239027,32,0.9569929583810065,"[('gene', 0.05369980386590979), ('lncrna', 0.04635933694066485), ('cell', 0.044785397734564074), ('edit', 0.04020034219356402), ('genom', 0.03328089707145773), ('sgrna', 0.031548435673303454), ('crispr', 0.029259586793562407), ('express', 0.025487672456516723), ('sema3d', 0.02290125200032511), ('trophoblast', 0.021279699486227203)]"
39,27239445,1,0.8751549074515856,"[('cell', 0.056503174956419294), ('cancer', 0.03910449596002179), ('tumor', 0.03340419417770448), ('express', 0.02233259523618857), ('inhibitor', 0.02043696790694219), ('breast', 0.019419824307175156), ('inhibit', 0.01789411365569921), ('target', 0.01725253867308688), ('activ', 0.016141815375586482), ('migrat', 0.015613412058162824)]"
40,27239541,44,1.0,"[('cognit', 0.06320549113571255), ('dementia', 0.04320940945510692), ('phish', 0.03951944190299337), ('mood', 0.038081199551147527), ('anger', 0.03693764070598107), ('voic', 0.03458429331773217), ('impair', 0.03366786616386074), ('psychosi', 0.032739385905044), ('recognit', 0.029468484128558743), ('adhd', 0.029417580111873603)]"
41,27240257,2,0.8106830188780276,"[('nanoparticl', 0.034116459267757006), ('surfac', 0.02579794889348978), ('coat', 0.01778056479118233), ('properti', 0.015137586582062731), ('np', 0.014991456588643927), ('releas', 0.014864083035943831), ('cell', 0.01471567693457595), ('applic', 0.014483927278632933), ('fluoresc', 0.014240755954564874), ('prepar', 0.013679356715981531)]"
42,27240437,53,1.0,"[('hiv', 0.23277849950272037), ('art', 0.07439969416838244), ('saliva', 0.03698627199339766), ('infect', 0.03559384331775641), ('plhiv', 0.03544085233142497), ('db', 0.034782922733894675), ('hcv', 0.032521300694277826), ('undisclos', 0.032053712571549244), ('intim', 0.02754414480270814), ('counsel', 0.027228301146289432)]"
43,27240560,24,1.0,"[('obes', 0.05694080077978884), ('food', 0.040524565377930845), ('weight', 0.035140651908253315), ('children', 0.034483387355523344), ('overweight', 0.03143202144288041), ('health', 0.02864869822953705), ('prime', 0.022786206236557898), ('childhood', 0.021803755475255357), ('intak', 0.021630193957203274), ('nutrit', 0.020945380977735385)]"
44,27241087,33,0.9763975754247367,"[('aneurysm', 0.09577376447915657), ('arteri', 0.06296375345537866), ('embol', 0.04987063856170273), ('effus', 0.04262778571811343), ('occlus', 0.04106157187269317), ('cerebr', 0.04057595794036305), ('case', 0.03819675349779993), ('endovascular', 0.03515004739234484), ('pleural', 0.033653515040615874), ('mesenter', 0.03146631762082666)]"
45,27241291,36,1.0,"[('coli', 0.06475613254339752), ('strain', 0.05495402889340485), ('bacteri', 0.03734514268912228), ('colistin', 0.03371496179290731), ('antibiot', 0.03046544853861187), ('resist', 0.028117116052200068), ('aureocin', 0.028100002825072173), ('a70', 0.028100002825072173), ('coaggreg', 0.028100002825072173), ('bacteria', 0.02796548299281941)]"
46,27241818,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
47,27242101,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
48,27242395,12,1.0,"[('brain', 0.06247444741311296), ('cognit', 0.031174524083196976), ('cortic', 0.031115047999285092), ('connect', 0.026477181310290275), ('volum', 0.023247085322132318), ('matter', 0.022439851547607876), ('network', 0.021708478065616585), ('function', 0.020630836308377542), ('pd', 0.01809014418563087), ('cortex', 0.017613346835460397)]"
49,27242550,49,1.0,"[('mitochondri', 0.17170886088436763), ('mitochondria', 0.07204970167376606), ('lg', 0.04698034568781511), ('mutat', 0.039829989688853554), ('dysfunct', 0.03853696307102972), ('mice', 0.033504702326333256), ('oxidas', 0.03328883102798157), ('simvastatin', 0.031151176345602667), ('mtdna', 0.030201650799309716), ('cytochrom', 0.027973724523289285)]"
50,27242761,11,0.8759905939087405,"[('strain', 0.06819312684712786), ('acid', 0.03157243327618616), ('product', 0.02991383693061694), ('ferment', 0.026945868423616095), ('sp', 0.020303371233652355), ('isol', 0.01951460379079559), ('sequenc', 0.01826683716436138), ('immobil', 0.018044997635912722), ('enzym', 0.017268596883807382), ('speci', 0.01682316375427894)]"
51,27242865,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
52,27243664,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
53,27244222,10,0.8747472734240035,"[('parent', 0.05694254302071549), ('depress', 0.039053571276227626), ('child', 0.0381320370561454), ('children', 0.03383277096981788), ('anxieti', 0.030973432215638304), ('youth', 0.030491112750468573), ('mental', 0.02643589833765712), ('famili', 0.026399098806170865), ('young', 0.024005880907785222), ('symptom', 0.022000856405201)]"
54,27245100,5,1.0,"[('health', 0.040565246939932284), ('student', 0.027595252232327498), ('practic', 0.024321293595093826), ('profession', 0.02317102042369239), ('medic', 0.02129938426179075), ('servic', 0.019610533739995904), ('educ', 0.01953600204831199), ('nurs', 0.01847695031748684), ('train', 0.017746815443040145), ('inform', 0.01771061066142662)]"
55,27245303,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
56,27245335,23,0.6441151632935971,"[('insulin', 0.0528715714521633), ('diabet', 0.04825603596206752), ('adipos', 0.03650130350742903), ('glucos', 0.032171693698419095), ('obes', 0.02702559180429376), ('metabol', 0.02664654114570764), ('fb', 0.026637547726424345), ('express', 0.02372675979501123), ('cs', 0.02185656771020285), ('resist', 0.02127548849282015)]"
57,27245524,26,0.7345216426326706,"[('skin', 0.03837306350324913), ('psoriasi', 0.036996976373882946), ('patient', 0.035320941448889046), ('ra', 0.02891930114588754), ('uveiti', 0.028301432780703784), ('dermat', 0.02352555429922124), ('diseas', 0.023325555989693807), ('ppt', 0.022493593831137148), ('clinic', 0.018381445536379618), ('crp', 0.018302971110844616)]"
58,27246120,8,0.8209725607928927,"[('cancer', 0.04063406832027358), ('surviv', 0.038807864440526536), ('patient', 0.035763152070918944), ('lung', 0.0268566263618124), ('chemotherapi', 0.022024556610680476), ('nsclc', 0.01563740579180063), ('advanc', 0.015321056512832864), ('year', 0.015178883119913824), ('treatment', 0.01445970197528374), ('recurr', 0.013335093630586813)]"
59,27247892,11,0.7693050301072795,"[('strain', 0.06819312684712786), ('acid', 0.03157243327618616), ('product', 0.02991383693061694), ('ferment', 0.026945868423616095), ('sp', 0.020303371233652355), ('isol', 0.01951460379079559), ('sequenc', 0.01826683716436138), ('immobil', 0.018044997635912722), ('enzym', 0.017268596883807382), ('speci', 0.01682316375427894)]"
60,27249559,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
61,27250793,48,0.5766468928829019,"[('smoke', 0.17098799704964615), ('cigarett', 0.12591334502369167), ('nicotin', 0.0539489868161984), ('smoker', 0.05091010894521149), ('tobacco', 0.04861912962937797), ('alcohol', 0.03520781352390683), ('gsh', 0.030262002770919245), ('jia', 0.029126401383717918), ('warn', 0.028428948391505213), ('cessat', 0.02560631003693167)]"
62,27250823,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
63,27251117,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
64,27251157,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
65,27251364,3,0.9332194192853006,"[('speci', 0.04541899474237719), ('forest', 0.01986315689650549), ('popul', 0.01879033701326042), ('bird', 0.0155259175762611), ('climat', 0.01385799346446381), ('plant', 0.013240451447144554), ('divers', 0.013054858242023333), ('genet', 0.011344986058897222), ('tree', 0.01119505679918582), ('phylogenet', 0.0104014699784837)]"
66,27251918,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
67,27252074,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
68,27252099,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
69,27252199,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
70,27252416,1,1.0,"[('cell', 0.056503174956419294), ('cancer', 0.03910449596002179), ('tumor', 0.03340419417770448), ('express', 0.02233259523618857), ('inhibitor', 0.02043696790694219), ('breast', 0.019419824307175156), ('inhibit', 0.01789411365569921), ('target', 0.01725253867308688), ('activ', 0.016141815375586482), ('migrat', 0.015613412058162824)]"
71,27252474,0,0.6268586125199556,"[('neuron', 0.03436475082741909), ('brain', 0.03037555679698294), ('cell', 0.021785344995507154), ('express', 0.020132760898485536), ('activ', 0.018725640226360463), ('hippocamp', 0.01718178165518235), ('microglia', 0.01696744439919056), ('hippocampu', 0.015707321941234087), ('receptor', 0.014927690496699914), ('mice', 0.014703564813626946)]"
72,27252817,16,0.42456933219899023,"[('lipid', 0.04906801714088585), ('apo', 0.03547839049167622), ('cholesterol', 0.03422757477690689), ('liver', 0.029353566446012898), ('mice', 0.028539019977851906), ('diet', 0.02515361448968282), ('lipoprotein', 0.02329826897531074), ('level', 0.021451488779147442), ('ldlr', 0.02121167243503434), ('pcsk9', 0.020492932468106816)]"
73,27252904,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
74,27254091,44,0.9933015972535314,"[('cognit', 0.06320549113571255), ('dementia', 0.04320940945510692), ('phish', 0.03951944190299337), ('mood', 0.038081199551147527), ('anger', 0.03693764070598107), ('voic', 0.03458429331773217), ('impair', 0.03366786616386074), ('psychosi', 0.032739385905044), ('recognit', 0.029468484128558743), ('adhd', 0.029417580111873603)]"
75,27254792,5,1.0,"[('health', 0.040565246939932284), ('student', 0.027595252232327498), ('practic', 0.024321293595093826), ('profession', 0.02317102042369239), ('medic', 0.02129938426179075), ('servic', 0.019610533739995904), ('educ', 0.01953600204831199), ('nurs', 0.01847695031748684), ('train', 0.017746815443040145), ('inform', 0.01771061066142662)]"
76,27255399,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
77,27255411,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
78,27255600,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
79,27256046,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
80,27256126,-1,0.0,"[('patient', 0.011014845575233719), ('studi', 0.009771637174557821), ('effect', 0.007677471994544871), ('associ', 0.007381746090545033), ('differ', 0.006665850417589141), ('group', 0.0066161762702479365), ('cell', 0.006613546820261417), ('result', 0.006554895306925624), ('increas', 0.006524433142001639), ('activ', 0.0064453055047591695)]"
