,PMID,topic_number,topic_probs,topic_keywords
49,16433929,5,0.9929111003875732,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
50,16462940,1,0.9924978017807007,"[('mouse', 0.016), ('gene', 0.011), ('cell', 0.01), ('protein', 0.01), ('expression', 0.009), ('development', 0.007), ('Abstract', 0.007), ('phenotype', 0.006), ('analysis', 0.005), ('embryo', 0.005)]"
51,16504143,8,0.9918165802955627,"[('mouse', 0.033), ('γ2', 0.021), ('gene', 0.009), ('behavior', 0.009), ('ADAM11', 0.008), ('cell', 0.007), ('subunit', 0.007), ('benzodiazepine', 0.007), ('reduced', 0.007), ('normal', 0.007)]"
52,16504174,5,0.9943020939826965,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
53,16507151,2,0.9927986860275269,"[('mouse', 0.015), ('gene', 0.014), ('mutant', 0.012), ('locus', 0.01), ('cell', 0.009), ('arthritis', 0.007), ('kidney', 0.007), ('Abstract', 0.006), ('development', 0.006), ('expression', 0.006)]"
54,16517939,0,0.6655353307723999,"[('cell', 0.015), ('individual', 0.011), ('factor', 0.011), ('gene', 0.011), ('transcription', 0.01), ('expression', 0.009), ('muscle', 0.008), ('differentiation', 0.008), ('slow', 0.008), ('antioxidant', 0.007)]"
55,16539743,5,0.027846138924360275,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
56,16579849,5,0.16574791073799133,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
57,16787536,9,0.9937047362327576,"[('protein', 0.016), ('gene', 0.015), ('mouse', 0.014), ('function', 0.012), ('cell', 0.01), ('RanBP2', 0.008), ('model', 0.007), ('role', 0.007), ('development', 0.007), ('acid', 0.006)]"
58,16800892,4,0.9952370524406433,"[('mouse', 0.02), ('expression', 0.02), ('gene', 0.019), ('Pten', 0.007), ('Tbx15', 0.007), ('system', 0.007), ('sterol', 0.006), ('demonstrate', 0.006), ('mutation', 0.006), ('dorsoventral', 0.006)]"
59,16870721,5,0.9902128577232361,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
60,16968134,1,0.9905229806900024,"[('mouse', 0.016), ('gene', 0.011), ('cell', 0.01), ('protein', 0.01), ('expression', 0.009), ('development', 0.007), ('Abstract', 0.007), ('phenotype', 0.006), ('analysis', 0.005), ('embryo', 0.005)]"
61,17022820,1,0.9954303503036499,"[('mouse', 0.016), ('gene', 0.011), ('cell', 0.01), ('protein', 0.01), ('expression', 0.009), ('development', 0.007), ('Abstract', 0.007), ('phenotype', 0.006), ('analysis', 0.005), ('embryo', 0.005)]"
62,17029558,2,0.9916645288467407,"[('mouse', 0.015), ('gene', 0.014), ('mutant', 0.012), ('locus', 0.01), ('cell', 0.009), ('arthritis', 0.007), ('kidney', 0.007), ('Abstract', 0.006), ('development', 0.006), ('expression', 0.006)]"
63,17069463,5,0.04804254695773125,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
64,17078885,5,0.9926810264587402,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
65,17083276,7,0.9937917590141296,"[('cell', 0.015), ('mouse', 0.011), ('heterochromatin', 0.01), ('microtubule', 0.01), ('bone', 0.01), ('Mid1', 0.009), ('embryonic', 0.009), ('channel', 0.008), ('embryo', 0.008), ('secretion', 0.006)]"
66,17194222,0,0.993075430393219,"[('cell', 0.015), ('individual', 0.011), ('factor', 0.011), ('gene', 0.011), ('transcription', 0.01), ('expression', 0.009), ('muscle', 0.008), ('differentiation', 0.008), ('slow', 0.008), ('antioxidant', 0.007)]"
67,17201918,5,0.9954530000686646,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
68,17206865,5,0.9931792616844177,"[('mouse', 0.027), ('cell', 0.024), ('gene', 0.015), ('receptor', 0.013), ('protein', 0.01), ('olfactory', 0.008), ('A7', 0.007), ('expression', 0.007), ('role', 0.006), ('level', 0.006)]"
69,17244351,2,0.9906235337257385,"[('mouse', 0.015), ('gene', 0.014), ('mutant', 0.012), ('locus', 0.01), ('cell', 0.009), ('arthritis', 0.007), ('kidney', 0.007), ('Abstract', 0.006), ('development', 0.006), ('expression', 0.006)]"
70,17425782,2,0.9957736730575562,"[('mouse', 0.015), ('gene', 0.014), ('mutant', 0.012), ('locus', 0.01), ('cell', 0.009), ('arthritis', 0.007), ('kidney', 0.007), ('Abstract', 0.006), ('development', 0.006), ('expression', 0.006)]"
71,17447844,9,0.9944085478782654,"[('protein', 0.016), ('gene', 0.015), ('mouse', 0.014), ('function', 0.012), ('cell', 0.01), ('RanBP2', 0.008), ('model', 0.007), ('role', 0.007), ('development', 0.007), ('acid', 0.006)]"
72,17465682,1,0.9915859699249268,"[('mouse', 0.016), ('gene', 0.011), ('cell', 0.01), ('protein', 0.01), ('expression', 0.009), ('development', 0.007), ('Abstract', 0.007), ('phenotype', 0.006), ('analysis', 0.005), ('embryo', 0.005)]"
73,17503968,7,0.9943030476570129,"[('cell', 0.015), ('mouse', 0.011), ('heterochromatin', 0.01), ('microtubule', 0.01), ('bone', 0.01), ('Mid1', 0.009), ('embryonic', 0.009), ('channel', 0.008), ('embryo', 0.008), ('secretion', 0.006)]"
74,17590087,4,0.991890013217926,"[('mouse', 0.02), ('expression', 0.02), ('gene', 0.019), ('Pten', 0.007), ('Tbx15', 0.007), ('system', 0.007), ('sterol', 0.006), ('demonstrate', 0.006), ('mutation', 0.006), ('dorsoventral', 0.006)]"
75,17677002,1,0.9915063977241516,"[('mouse', 0.016), ('gene', 0.011), ('cell', 0.01), ('protein', 0.01), ('expression', 0.009), ('development', 0.007), ('Abstract', 0.007), ('phenotype', 0.006), ('analysis', 0.005), ('embryo', 0.005)]"
76,17696610,9,0.9931797981262207,"[('protein', 0.016), ('gene', 0.015), ('mouse', 0.014), ('function', 0.012), ('cell', 0.01), ('RanBP2', 0.008), ('model', 0.007), ('role', 0.007), ('development', 0.007), ('acid', 0.006)]"
