,StartIndex,EndIndex,MentionTextSegment,EntityID,PMID
GO_CC_2016_02_16_test_Instance_29977,1455,1466,cytoplasm,GO:0005737,15819996
GO_CC_2016_02_16_test_Instance_29979,1471,1478,nucleus,GO:0005634,15819996
GO_CC_2016_02_16_test_Instance_29981,1505,1512,nucleus,GO:0005634,15819996
GO_CC_2016_02_16_test_Instance_29983,1559,1570,nucleoplasm,GO:0005654,15819996
GO_CC_2016_02_16_test_Instance_30413,613,631,axon,GO:0030424,15836427
GO_CC_2016_02_16_test_Instance_30415,1160,1164,axon,GO:0030424,15836427
GO_CC_2016_02_16_test_Instance_30561,341,347,extracellular matrix,GO:0031012,15876356
GO_CC_2016_02_16_test_Instance_30563,1247,1255,membrane,GO:0016020,15876356
GO_CC_2016_02_16_Instance_102029,1314,1322,MCM core complex,GO:0097373,15917436
GO_CC_2016_02_16_Instance_102049,42,50,MCM core complex,GO:0097373,15917436
GO_CC_2016_02_16_Instance_70072,225,241,MCM core complex,GO:0097373,15917436
GO_CC_2016_02_16_Instance_70074,423,431,MCM core complex,GO:0097373,15917436
GO_CC_2016_02_16_Instance_70082,767,775,MCM core complex,GO:0097373,15917436
GO_CC_2016_02_16_Instance_70084,830,838,MCM core complex,GO:0097373,15917436
GO_CC_2016_02_16_Instance_70086,1115,1123,MCM core complex,GO:0097373,15917436
GO_CC_2016_02_16_test_Instance_10027,865,869,replication fork,GO:0005657,15917436
GO_CC_2016_02_16_Instance_70442,218,226,membrane,GO:0016020,15921521
GO_CC_2016_02_16_Instance_80098,1171,1182,cytoplasm,GO:0005737,16027110
GO_CC_2016_02_16_test_Instance_10029,49,56,nucleus,GO:0005634,16027110
GO_CC_2016_02_16_test_Instance_10149,1481,1488,nucleus,GO:0005634,16027110
GO_CC_2016_02_16_test_Instance_30987,181,188,nucleus,GO:0005634,16027110
GO_CC_2016_02_16_test_Instance_30989,1043,1050,nucleus,GO:0005634,16027110
GO_CC_2016_02_16_test_Instance_30991,1056,1072,nuclear envelope,GO:0005635,16027110
GO_CC_2016_02_16_test_Instance_30993,1077,1086,cytoplasm,GO:0005737,16027110
GO_CC_2016_02_16_test_Instance_30995,1413,1422,cytoplasm,GO:0005737,16027110
GO_CC_2016_02_16_test_Instance_10309,886,907,postsynaptic density,GO:0014069,16098226
GO_CC_2016_02_16_test_Instance_10311,909,912,postsynaptic density,GO:0014069,16098226
GO_CC_2016_02_16_test_Instance_10313,934,940,dynein complex,GO:0030286,16098226
GO_CC_2016_02_16_test_Instance_10315,1310,1318,synapse,GO:0045202,16098226
GO_CC_2016_02_16_test_Instance_10133,330,338,synapse,GO:0045202,16110338
GO_CC_2016_02_16_test_Instance_10135,601,608,nucleus,GO:0005634,16110338
GO_CC_2016_02_16_test_Instance_31129,1246,1267,endoplasmic reticulum,GO:0005783,16121255
GO_CC_2016_02_16_test_Instance_20341,176,189,mitochondrion,GO:0005739,16121256
GO_CC_2016_02_16_test_Instance_10139,1322,1334,cytoskeleton,GO:0005856,16221973
GO_CC_2016_02_16_test_Instance_21743,1288,1296,synapse,GO:0045202,16504143
GO_CC_2016_02_16_test_Instance_21745,1415,1423,membrane,GO:0016020,16504143
GO_CC_2016_02_16_test_Instance_21841,300,306,extracellular matrix,GO:0031012,16504143
GO_CC_2016_02_16_test_Instance_31363,1251,1258,synapse,GO:0045202,16504143
GO_CC_2016_02_16_Instance_100182,1344,1352,"immunoglobulin complex, circulating",GO:0042571,16507151
GO_CC_2016_02_16_test_Instance_31397,1008,1017,chromatin,GO:0000785,16539743
GO_CC_2016_02_16_test_Instance_21963,64,65,X chromosome,GO:0000805,16628246
GO_CC_2016_02_16_test_Instance_21965,127,128,X chromosome,GO:0000805,16628246
GO_CC_2016_02_16_test_Instance_21967,518,519,X chromosome,GO:0000805,16628246
GO_CC_2016_02_16_test_Instance_21969,1226,1227,X chromosome,GO:0000805,16628246
GO_CC_2016_02_16_test_Instance_22509,477,478,X chromosome,GO:0000805,16628246
GO_CC_2016_02_16_test_Instance_31449,240,249,chromatin,GO:0000785,16628246
GO_CC_2016_02_16_test_Instance_31451,1034,1046,X chromosome,GO:0000805,16628246
GO_CC_2016_02_16_test_Instance_31453,1441,1453,X chromosome,GO:0000805,16628246
GO_CC_2016_02_16_test_Instance_31455,1556,1565,chromatin,GO:0000785,16628246
GO_CC_2016_02_16_test_Instance_22345,223,240,integral component of membrane,GO:0016021,16787536
GO_CC_2016_02_16_test_Instance_22537,171,190,extrinsic component of membrane,GO:0019898,16787536
GO_CC_2016_02_16_test_Instance_22553,135,136,X chromosome,GO:0000805,16968134
GO_CC_2016_02_16_test_Instance_22577,330,331,X chromosome,GO:0000805,16968134
GO_CC_2016_02_16_test_Instance_31617,14,26,gap junction,GO:0005921,16968134
GO_CC_2016_02_16_test_Instance_31619,764,776,gap junction,GO:0005921,16968134
GO_CC_2016_02_16_test_Instance_22905,686,699,mitochondrion,GO:0005739,17069463
GO_CC_2016_02_16_test_Instance_31765,986,993,cytosol,GO:0005829,17069463
GO_CC_2016_02_16_test_Instance_21195,1308,1335,pericentric heterochromatin,GO:0005721,17083276
GO_CC_2016_02_16_test_Instance_21197,1469,1496,pericentric heterochromatin,GO:0005721,17083276
GO_CC_2016_02_16_test_Instance_23109,0,5,CAF-1 complex,GO:0033186,17083276
GO_CC_2016_02_16_test_Instance_23111,321,348,CAF-1 complex,GO:0033186,17083276
GO_CC_2016_02_16_test_Instance_23113,350,355,CAF-1 complex,GO:0033186,17083276
GO_CC_2016_02_16_test_Instance_23115,667,674,nucleus,GO:0005634,17083276
GO_CC_2016_02_16_test_Instance_23117,1071,1076,CAF-1 complex,GO:0033186,17083276
GO_CC_2016_02_16_test_Instance_23119,1366,1371,CAF-1 complex,GO:0033186,17083276
GO_CC_2016_02_16_test_Instance_31801,23,38,heterochromatin,GO:0000792,17083276
GO_CC_2016_02_16_test_Instance_31803,124,133,chromatin,GO:0000785,17083276
GO_CC_2016_02_16_test_Instance_31805,252,261,chromatin,GO:0000785,17083276
GO_CC_2016_02_16_test_Instance_31809,704,719,heterochromatin,GO:0000792,17083276
GO_CC_2016_02_16_test_Instance_31811,768,783,heterochromatin,GO:0000792,17083276
GO_CC_2016_02_16_test_Instance_31813,935,950,heterochromatin,GO:0000792,17083276
GO_CC_2016_02_16_test_Instance_31815,993,1008,heterochromatin,GO:0000792,17083276
GO_CC_2016_02_16_test_Instance_31817,1111,1126,heterochromatin,GO:0000792,17083276
GO_CC_2016_02_16_test_Instance_31819,1519,1534,heterochromatin,GO:0000792,17083276
GO_CC_2016_02_16_Instance_102057,441,446,NF-kappaB complex,GO:0071159,17201918
GO_CC_2016_02_16_Instance_100795,359,373,primary cilium,GO:0072372,17206865
GO_CC_2016_02_16_Instance_100797,410,430,ciliary basal body,GO:0036064,17206865
GO_CC_2016_02_16_Instance_100799,1491,1504,primary cilium,GO:0072372,17206865
GO_CC_2016_02_16_test_Instance_22909,501,506,cilium,GO:0005929,17206865
GO_CC_2016_02_16_test_Instance_23535,578,583,cilium,GO:0005929,17206865
GO_CC_2016_02_16_test_Instance_23537,947,952,cilium,GO:0005929,17206865
GO_CC_2016_02_16_test_Instance_23539,1018,1023,cilium,GO:0005929,17206865
GO_CC_2016_02_16_test_Instance_32027,394,405,centrosome,GO:0005813,17206865
GO_CC_2016_02_16_test_Instance_32029,714,720,cilium,GO:0005929,17206865
GO_CC_2016_02_16_test_Instance_32137,185,213,transcription factor complex,GO:0005667,17425782
GO_CC_2016_02_16_Instance_100971,57,70,sex chromatin,GO:0001739,17447844
GO_CC_2016_02_16_test_Instance_22907,372,373,X chromosome,GO:0000805,17447844
GO_CC_2016_02_16_test_Instance_23083,378,379,Y chromosome,GO:0000806,17447844
GO_CC_2016_02_16_test_Instance_32195,282,297,sex chromosome,GO:0000803,17447844
GO_CC_2016_02_16_test_Instance_32197,442,457,heterochromatin,GO:0000792,17447844
GO_CC_2016_02_16_test_Instance_32199,470,477,XY body,GO:0001741,17447844
GO_CC_2016_02_16_test_Instance_32201,483,490,XY body,GO:0001741,17447844
GO_CC_2016_02_16_test_Instance_32203,536,549,sex chromatin,GO:0001739,17447844
GO_CC_2016_02_16_test_Instance_32205,792,799,XY body,GO:0001741,17447844
GO_CC_2016_02_16_test_Instance_32207,977,984,XY body,GO:0001741,17447844
GO_CC_2016_02_16_test_Instance_32209,1002,1011,chromatin,GO:0000785,17447844
GO_CC_2016_02_16_test_Instance_32211,1186,1199,sex chromatin,GO:0001739,17447844
GO_CC_2016_02_16_test_Instance_32213,1248,1263,heterochromatin,GO:0000792,17447844
GO_CC_2016_02_16_test_Instance_32215,1398,1405,XY body,GO:0001741,17447844
GO_CC_2016_02_16_test_Instance_32217,1414,1427,sex chromatin,GO:0001739,17447844
GO_CC_2016_02_16_test_Instance_32219,1506,1519,sex chromatin,GO:0001739,17447844
GO_CC_2016_02_16_test_Instance_32569,122,132,peroxisome,GO:0005777,17465682
GO_CC_2016_02_16_test_Instance_21281,744,751,ATP-sensitive potassium channel complex,GO:0008282,17503968
GO_CC_2016_02_16_test_Instance_24049,2,14,ATP-sensitive potassium channel complex,GO:0008282,17503968
GO_CC_2016_02_16_test_Instance_24051,744,751,ATP-sensitive potassium channel complex,GO:0008282,17503968
GO_CC_2016_02_16_test_Instance_24053,863,875,ATP-sensitive potassium channel complex,GO:0008282,17503968
GO_CC_2016_02_16_test_Instance_24055,1335,1347,ATP-sensitive potassium channel complex,GO:0008282,17503968
GO_CC_2016_02_16_Instance_200006,185,189,host,GO:0018995,17565376
GO_CC_2016_02_16_test_Instance_22219,936,940,interleukin-12 complex,GO:0043514,17565376
GO_CC_2016_02_16_test_Instance_22573,115,124,autosome,GO:0030849,17590087
GO_CC_2016_02_16_test_Instance_23873,844,853,autosome,GO:0030849,17590087
GO_CC_2016_02_16_Instance_150002,777,780,DNA replication factor A complex,GO:0005662,17696610
GO_CC_2016_02_16_test_Instance_22749,819,828,chiasma,GO:0005712,17696610
