,StartIndex,EndIndex,MentionTextSegment,EntityID,PMID
CHEBI_2015_08_26_Instance_15633,360,366,sterol,CHEBI:15889,15040800
CHEBI_2015_08_26_Instance_15679,765,771,sterol,CHEBI:15889,15040800
CHEBI_2015_08_26_Instance_15681,790,796,sterol,CHEBI:15889,15040800
CHEBI_2015_08_26_Instance_15833,1139,1149,sitosterol,CHEBI:27693,15040800
CHEBI_2015_08_26_Instance_15835,1154,1165,campesterol,CHEBI:28623,15040800
CHEBI_2015_08_26_Instance_15837,1420,1431,cholesterol,CHEBI:16113,15040800
CHEBI_2015_08_26_Instance_15945,1487,1497,sitosterol,CHEBI:27693,15040800
CHEBI_2015_08_26_Instance_170296,419,425,sterol,CHEBI:15889,15040800
CHEBI_2015_08_26_Instance_170298,1124,1130,sterol,CHEBI:15889,15040800
CHEBI_2015_08_26_Instance_16415,0,8,dopamine,CHEBI:18243,15061865
CHEBI_2015_08_26_Instance_16417,115,123,dopamine,CHEBI:18243,15061865
CHEBI_2015_08_26_Instance_16419,434,442,dopamine,CHEBI:18243,15061865
CHEBI_2015_08_26_Instance_16421,697,705,dopamine,CHEBI:18243,15061865
CHEBI_2015_08_26_Instance_16423,845,853,dopamine,CHEBI:18243,15061865
CHEBI_2015_08_26_Instance_16425,1165,1173,dopamine,CHEBI:18243,15061865
CHEBI_2015_08_26_Instance_16427,1445,1453,dopamine,CHEBI:18243,15061865
CHEBI_2015_08_26_Instance_17801,1130,1134,food,CHEBI:33290,15061865
CHEBI_2015_08_26_Instance_17803,1249,1253,food,CHEBI:33290,15061865
CHEBI_2015_08_26_Instance_17805,1419,1423,food,CHEBI:33290,15061865
CHEBI_2015_08_26_Instance_150000,872,880,group,CHEBI:24433,15070402
CHEBI_2015_08_26_Instance_16811,49,55,acid,CHEBI:37527,15207008
CHEBI_2015_08_26_Instance_16813,346,352,acid,CHEBI:37527,15207008
CHEBI_2015_08_26_Instance_180290,122,142,signalling molecule,CHEBI:62488,15238161
CHEBI_2015_08_26_Instance_180522,1132,1140,antigen,CHEBI:59132,15314659
CHEBI_2015_08_26_Instance_17499,1337,1339,potassium(1+),CHEBI:29103,15320950
CHEBI_2015_08_26_Instance_17589,655,657,potassium(1+),CHEBI:29103,15320950
CHEBI_2015_08_26_Instance_17711,1449,1461,radical,CHEBI:26519,15320950
CHEBI_2015_08_26_Instance_360024,1414,1423,biological pigment,CHEBI:26130,15320950
CHEBI_2015_08_26_backup_Instance_20007,705,718,PPARbeta/delta agonist,CHEBI:73730,15328533
CHEBI_2015_08_26_Instance_18083,326,337,metabolite,CHEBI:25212,15328538
CHEBI_2015_08_26_Instance_18085,1022,1033,citric acid,CHEBI:30769,15328538
CHEBI_2015_08_26_Instance_18087,1054,1064,fatty acid,CHEBI:35366,15328538
CHEBI_2015_08_26_Instance_18091,1262,1269,lactate,CHEBI:24996,15328538
CHEBI_2015_08_26_Instance_18423,1318,1336,lipopolysaccharide,CHEBI:16412,15345036
CHEBI_2015_08_26_Instance_18607,4,22,phosphatidyl-L-serine,CHEBI:18303,15345036
CHEBI_2015_08_26_Instance_18609,250,268,phosphatidyl-L-serine,CHEBI:18303,15345036
CHEBI_2015_08_26_Instance_18611,453,471,phosphatidyl-L-serine,CHEBI:18303,15345036
CHEBI_2015_08_26_Instance_360026,974,983,biological pigment,CHEBI:26130,15345036
CHEBI_2015_08_26_Instance_21043,852,860,polyatomic entity,CHEBI:36357,15550985
CHEBI_2015_08_26_Instance_181538,1416,1425,mitogen,CHEBI:52290,15560850
CHEBI_2015_08_26_Instance_19489,756,774,phosphatidyl-L-serine,CHEBI:18303,15615595
CHEBI_2015_08_26_Instance_16097,50,57,histone,CHEBI:15358,15619330
CHEBI_2015_08_26_Instance_181888,1282,1288,photon,CHEBI:30212,15619330
CHEBI_2015_08_26_Instance_20067,620,627,histone,CHEBI:15358,15619330
CHEBI_2015_08_26_Instance_20069,1473,1480,histone,CHEBI:15358,15619330
CHEBI_2015_08_26_Instance_181930,646,653,mitogen,CHEBI:52290,15630473
CHEBI_2015_08_26_Instance_21401,119,131,tetracycline,CHEBI:27902,15784609
CHEBI_2015_08_26_Instance_21403,306,318,tetracycline,CHEBI:27902,15784609
CHEBI_2015_08_26_Instance_21405,341,353,tetracycline,CHEBI:27902,15784609
CHEBI_2015_08_26_Instance_21561,199,212,phospholipid,CHEBI:16247,15819996
CHEBI_2015_08_26_Instance_21563,232,241,calcium(2+),CHEBI:29108,15819996
CHEBI_2015_08_26_Instance_21565,278,282,calcium(2+),CHEBI:29108,15819996
CHEBI_2015_08_26_Instance_21585,336,340,calcium(2+),CHEBI:29108,15819996
CHEBI_2015_08_26_Instance_24037,1397,1403,acid,CHEBI:37527,15819996
CHEBI_2015_08_26_Instance_200418,986,994,neomycin,CHEBI:7507,15850489
CHEBI_2015_08_26_Instance_21945,112,127,benzodiazepine,CHEBI:22720,15850489
CHEBI_2015_08_26_Instance_22015,328,343,benzodiazepine,CHEBI:22720,15850489
CHEBI_2015_08_26_Instance_22017,1426,1440,benzodiazepine,CHEBI:22720,15850489
CHEBI_2015_08_26_Instance_22031,151,174,gamma-aminobutyric acid,CHEBI:16865,15850489
CHEBI_2015_08_26_Instance_22033,312,317,sedative,CHEBI:35717,15850489
CHEBI_2015_08_26_Instance_22035,348,359,anaesthetic,CHEBI:38867,15850489
CHEBI_2015_08_26_Instance_22041,445,449,drug,CHEBI:23888,15850489
CHEBI_2015_08_26_Instance_22049,812,816,drug,CHEBI:23888,15850489
CHEBI_2015_08_26_Instance_22069,612,620,diazepam,CHEBI:49575,15850489
CHEBI_2015_08_26_Instance_340122,0,4,gamma-aminobutyric acid,CHEBI:16865,15850489
CHEBI_2015_08_26_Instance_340124,193,197,gamma-aminobutyric acid,CHEBI:16865,15850489
CHEBI_2015_08_26_Instance_340126,390,394,gamma-aminobutyric acid,CHEBI:16865,15850489
CHEBI_2015_08_26_Instance_340272,1322,1337,pharmaceutical,CHEBI:52217,15850489
CHEBI_2015_08_26_Instance_190000,709,713,food,CHEBI:33290,15921521
CHEBI_2015_08_26_Instance_210002,1176,1180,food,CHEBI:33290,15921521
CHEBI_2015_08_26_Instance_220134,159,168,polyatomic entity,CHEBI:36357,15938754
CHEBI_2015_08_26_Instance_22929,63,70,quinine,CHEBI:15854,15938754
CHEBI_2015_08_26_Instance_22931,561,568,quinine,CHEBI:15854,15938754
CHEBI_2015_08_26_Instance_22935,605,613,benzoate,CHEBI:16150,15938754
CHEBI_2015_08_26_Instance_22937,1058,1065,quinine,CHEBI:15854,15938754
CHEBI_2015_08_26_Instance_22939,1089,1096,quinine,CHEBI:15854,15938754
CHEBI_2015_08_26_Instance_22941,1451,1458,quinine,CHEBI:15854,15938754
CHEBI_2015_08_26_Instance_22943,1565,1572,quinine,CHEBI:15854,15938754
CHEBI_2015_08_26_Instance_25879,258,262,food,CHEBI:33290,15938754
CHEBI_2015_08_26_Instance_25885,569,582,hydrogen chloride,CHEBI:17883,15938754
CHEBI_2015_08_26_Instance_200000,243,252,poison,CHEBI:64909,16026622
CHEBI_2015_08_26_Instance_23057,81,91,zinc oxide,CHEBI:36560,16026622
CHEBI_2015_08_26_Instance_23059,383,393,zinc oxide,CHEBI:36560,16026622
CHEBI_2015_08_26_Instance_23085,395,398,zinc oxide,CHEBI:36560,16026622
CHEBI_2015_08_26_Instance_23087,778,781,zinc oxide,CHEBI:36560,16026622
CHEBI_2015_08_26_Instance_23089,975,978,zinc oxide,CHEBI:36560,16026622
CHEBI_2015_08_26_Instance_24659,370,391,N-ethyl-N-nitrosourea,CHEBI:23995,16103912
CHEBI_2015_08_26_Instance_24661,554,575,N-ethyl-N-nitrosourea,CHEBI:23995,16103912
CHEBI_2015_08_26_Instance_24805,1284,1291,glucose,CHEBI:17234,16110338
CHEBI_2015_08_26_Instance_331754,1292,1300,glycogens,CHEBI:24384,16110338
CHEBI_2015_08_26_Instance_25603,378,383,water,CHEBI:15377,16121255
CHEBI_2015_08_26_Instance_25607,957,962,water,CHEBI:15377,16121255
CHEBI_2015_08_26_Instance_25659,545,561,N-ethyl-N-nitrosourea,CHEBI:23995,16121255
CHEBI_2015_08_26_Instance_340282,1425,1440,pharmaceutical,CHEBI:52217,16121255
CHEBI_2015_08_26_Instance_250490,0,21,medium-chain fatty acyl-CoA,CHEBI:61907,16121256
CHEBI_2015_08_26_Instance_250492,81,102,medium-chain fatty acyl-CoA,CHEBI:61907,16121256
CHEBI_2015_08_26_Instance_250494,1010,1031,medium-chain fatty acyl-CoA,CHEBI:61907,16121256
CHEBI_2015_08_26_Instance_26077,190,200,fatty acid,CHEBI:35366,16121256
CHEBI_2015_08_26_Instance_26079,909,919,fatty acid,CHEBI:35366,16121256
CHEBI_2015_08_26_Instance_26081,975,985,fatty acid,CHEBI:35366,16121256
CHEBI_2015_08_26_Instance_26083,1140,1150,fatty acid,CHEBI:35366,16121256
CHEBI_2015_08_26_Instance_26085,1340,1347,glucose,CHEBI:17234,16121256
CHEBI_2015_08_26_Instance_250698,144,192,(S)-AMPA,CHEBI:34018,16216087
CHEBI_2015_08_26_Instance_250964,93,97,(S)-AMPA,CHEBI:34018,16216087
CHEBI_2015_08_26_Instance_26463,344,348,calcium(2+),CHEBI:29108,16216087
CHEBI_2015_08_26_Instance_26465,519,523,calcium(2+),CHEBI:29108,16216087
CHEBI_2015_08_26_Instance_18367,84,95,glutathione,CHEBI:16856,16221973
CHEBI_2015_08_26_Instance_26811,894,905,glutathione,CHEBI:16856,16221973
CHEBI_2015_08_26_Instance_260270,929,940,doxycycline,CHEBI:50845,16279840
CHEBI_2015_08_26_Instance_260274,550,557,amyloid fibril,CHEBI:60425,16279840
CHEBI_2015_08_26_Instance_260276,620,627,amyloid fibril,CHEBI:60425,16279840
CHEBI_2015_08_26_Instance_260278,1022,1029,amyloid fibril,CHEBI:60425,16279840
CHEBI_2015_08_26_Instance_260280,1054,1065,doxycycline,CHEBI:50845,16279840
CHEBI_2015_08_26_Instance_260286,1288,1295,amyloid fibril,CHEBI:60425,16279840
CHEBI_2015_08_26_Instance_260288,1348,1355,amyloid fibril,CHEBI:60425,16279840
CHEBI_2015_08_26_Instance_27503,844,854,inhibitor,CHEBI:35222,16279840
CHEBI_2015_08_26_Instance_260540,1227,1239,pioglitazone,CHEBI:8228,16362077
CHEBI_2015_08_26_Instance_28325,588,602,apolipoprotein,CHEBI:39015,16462940
CHEBI_2015_08_26_Instance_280078,222,230,polyatomic entity,CHEBI:36357,16504143
CHEBI_2015_08_26_Instance_280080,1235,1243,polyatomic entity,CHEBI:36357,16504143
CHEBI_2015_08_26_Instance_28373,737,742,water,CHEBI:15377,16504143
CHEBI_2015_08_26_Instance_28375,848,853,water,CHEBI:15377,16504143
CHEBI_2015_08_26_Instance_28377,899,904,water,CHEBI:15377,16504143
CHEBI_2015_08_26_Instance_320604,987,995,polyatomic entity,CHEBI:36357,16539743
CHEBI_2015_08_26_Instance_29863,1258,1284,branched-chain amino acid,CHEBI:22918,16579849
CHEBI_2015_08_26_Instance_320911,233,242,oxo carboxylic acid,CHEBI:25754,16579849
CHEBI_2015_08_26_Instance_320917,716,725,oxo carboxylic acid,CHEBI:25754,16579849
CHEBI_2015_08_26_Instance_320923,1030,1039,oxo carboxylic acid,CHEBI:25754,16579849
CHEBI_2015_08_26_Instance_320925,1162,1171,oxo carboxylic acid,CHEBI:25754,16579849
CHEBI_2015_08_26_Instance_320927,1482,1491,oxo carboxylic acid,CHEBI:25754,16579849
CHEBI_2015_08_26_Instance_322177,416,423,mutagen,CHEBI:25435,16800892
CHEBI_2015_08_26_Instance_322179,533,542,polyatomic entity,CHEBI:36357,16800892
CHEBI_2015_08_26_Instance_322181,951,962,doxycycline,CHEBI:50845,16800892
CHEBI_2015_08_26_Instance_322183,1335,1346,doxycycline,CHEBI:50845,16800892
CHEBI_2015_08_26_Instance_27873,861,876,iron trichloride,CHEBI:30808,17022820
CHEBI_2015_08_26_Instance_31453,520,541,N-ethyl-N-nitrosourea,CHEBI:23995,17029558
CHEBI_2015_08_26_Instance_21375,103,110,glucose,CHEBI:17234,17069463
CHEBI_2015_08_26_Instance_323193,1139,1148,inhibitor,CHEBI:35222,17069463
CHEBI_2015_08_26_Instance_31437,1427,1434,histone,CHEBI:15358,17083276
CHEBI_2015_08_26_Instance_323784,469,478,polyatomic entity,CHEBI:36357,17194222
CHEBI_2015_08_26_Instance_323786,546,555,polyatomic entity,CHEBI:36357,17194222
CHEBI_2015_08_26_Instance_323788,1556,1575,signalling molecule,CHEBI:62488,17194222
CHEBI_2015_08_26_Instance_324014,20,28,estrogen,CHEBI:50114,17201918
CHEBI_2015_08_26_Instance_324016,144,152,estrogen,CHEBI:50114,17201918
CHEBI_2015_08_26_Instance_324026,1075,1083,estrogen,CHEBI:50114,17201918
CHEBI_2015_08_26_Instance_324028,1463,1471,estrogen,CHEBI:50114,17201918
CHEBI_2015_08_26_Instance_324030,1542,1550,estrogen,CHEBI:50114,17201918
CHEBI_2015_08_26_Instance_32287,1208,1215,histone,CHEBI:15358,17447844
CHEBI_2015_08_26_Instance_11493,729,744,triglyceride,CHEBI:17855,17465682
CHEBI_2015_08_26_Instance_22481,94,99,lipid,CHEBI:18059,17465682
CHEBI_2015_08_26_Instance_25421,798,803,lipid,CHEBI:18059,17465682
CHEBI_2015_08_26_Instance_27163,1048,1053,lipid,CHEBI:18059,17465682
CHEBI_2015_08_26_Instance_11897,552,559,glucose,CHEBI:17234,17503968
CHEBI_2015_08_26_Instance_11899,1054,1061,glucose,CHEBI:17234,17503968
CHEBI_2015_08_26_Instance_11901,1271,1278,glucose,CHEBI:17234,17503968
CHEBI_2015_08_26_Instance_12111,404,411,glucose,CHEBI:17234,17503968
CHEBI_2015_08_26_Instance_12205,481,485,calcium(2+),CHEBI:29108,17503968
CHEBI_2015_08_26_Instance_12207,1007,1011,calcium(2+),CHEBI:29108,17503968
CHEBI_2015_08_26_Instance_12209,1398,1402,calcium(2+),CHEBI:29108,17503968
CHEBI_2015_08_26_Instance_12211,1442,1446,calcium(2+),CHEBI:29108,17503968
CHEBI_2015_08_26_Instance_12213,1516,1520,calcium(2+),CHEBI:29108,17503968
CHEBI_2015_08_26_Instance_12419,635,639,zinc(2+),CHEBI:29105,17503968
CHEBI_2015_08_26_Instance_12559,884,895,tolbutamide,CHEBI:27999,17503968
CHEBI_2015_08_26_Instance_12561,1063,1074,tolbutamide,CHEBI:27999,17503968
CHEBI_2015_08_26_Instance_12563,1249,1260,tolbutamide,CHEBI:27999,17503968
CHEBI_2015_08_26_Instance_12607,1377,1380,sodium(1+),CHEBI:29101,17503968
CHEBI_2015_08_26_Instance_12651,1457,1467,nifedipine,CHEBI:7565,17503968
CHEBI_2015_08_26_Instance_12683,627,631,gamma-aminobutyric acid,CHEBI:16865,17503968
CHEBI_2015_08_26_Instance_12749,1382,1385,tetrodotoxin,CHEBI:9506,17503968
CHEBI_2015_08_26_Instance_331762,222,230,glycogens,CHEBI:24384,17503968
CHEBI_2015_08_26_Instance_40546,744,758,potassium channel opener,CHEBI:79085,17503968
CHEBI_2015_08_26_Instance_40548,759,768,diazoxide,CHEBI:4495,17503968
CHEBI_2015_08_26_Instance_40554,868,883,potassium channel blocker,CHEBI:50509,17503968
CHEBI_2015_08_26_Instance_40556,734,736,potassium(1+),CHEBI:29103,17503968
CHEBI_2015_08_26_Instance_40558,913,922,diazoxide,CHEBI:4495,17503968
CHEBI_2015_08_26_Instance_13165,808,819,acetylcholine,CHEBI:15355,17608565
CHEBI_2015_08_26_Instance_21373,924,933,polyatomic entity,CHEBI:36357,17677002
CHEBI_2015_08_26_Instance_41965,1200,1209,polyatomic entity,CHEBI:36357,17677002
CHEBI_2015_08_26_Instance_24697,856,868,okadaic acid,CHEBI:44658,17696610
